id,username,location,text,sentiment
38,Alexander,,JojoBrandon ssabrinnaaa sehnsucht86 h3h3productions Vaccine or not still dont want to feel like crap for no httpstco0FIynL9wLt,0.0166
39,bini t,,POTUS Free Is the vaccine ,0.5106
40,Beth,,RT Zigmanfreud The most infuriating political aspect of this massive surge is people lost jobs or took a vaccine against their will becau,-0.7178
41,UK in Hungary,Budapest,RT DHSCgovuk  Its a year today since the UK became the first country to administer the OxfordAstraZeneca COVID19 vaccine Since th,0.0
42,StayCalm,Mother Earth,RT RVAwonk Orange County Deputy District Attorney Kelly Ernby a leader within the local Republican Party has died suddenly a week afte,-0.2263
43,Susan Kemp,,how society functions Even if you are someone who believes in herd immunity without vaccine interventions an infec httpstcoKOrrCeNxH7,0.0
44,God bless,,RT FoxNews Judge issues stay against vaccine mandate for Navy SEALs seeking religious exemptionhttpstcoCKdDHnXHCO,0.0
45,"Elias Said, MD, FACEP",,NaphiSoc jedwardblustein EricTopol You know that I have been urging  for the deployment of an OSV Omicron Speci httpstcojeupXtOHul,0.0
46,Danielle Huhn,"New Salem, PA",I cant wait till Anthony is old enough to get this vaccine I will feel so much better once he can get it,0.4902
47,80 fi cents,outta space ,BrianMcL6 haddanuff botshaverights jamesgraysport How long do you think that smallpox vaccine was in trial ,0.0
48,Erich Rahm,Conifer CO,My family gave me a lot of shit about not getting a covid vaccine and then they were the ones who gave me covid On httpstcoTkaWQ18L9v,-0.5574
49,KittyCrackers,,KenLeft brentnall01 I cant think of one good reason to refuse a vaccine Unless you have a proven health issue httpstcoV35qqJz95b,0.1779
0,Kidane M.,,RT DrTedros To achieve my No 1  NewYears resolution we need all governments COVID19 vaccine makers and partners to ACTogether to v,0.0
1,lee grantham,,RT WashTimes Joe Rogan podcast comparing COVID19 vaccine hype to Nazis is entered into Congressional Record httpstco0dz1IrcBxc,0.0
2,Manu Chandna,,RT geetv79 If vaccine remains unused then just extend the expiry date from 6 months to 12 months After 12 months extend it some more,0.34
3,976-Evil,🇳🇬🇬🇧🇺🇸,RT EpochTimes A federal court granted a preliminary injunction to a group of 35 USNavy Special Warfare servicemembersamong them 26 Navy,0.3612
4,Jax' Dad,"Palm Springs, CA",RT UncvrngTheTruth Antivaxxer freedomloving Kelly Ernby an Orange County GOP DA who ran for state Assembly has died from Covid Kel,-0.5574
5,Smurfmama,"The Blue Mountains, Ontario",RT glenpyle The legal case for vaccine mandates Another point in favourglobeandmail Opinion Vaccine mandates are justified as a mat,0.7269
6,Niskanen Center,"Washington, D.C.",RadWill tells PostAG that government should expand unemployment benefits for a broader group of individuals rat httpstcoRSID1i3HGy,0.25
7,Auspicious Florist,Brooklyn,RT LOLGOP Ayn would take Aarons free vaccine and his Medicare and Social Security,0.6908
8,Cloud Y. Leaf | ☝️🌝,Hong Kong,SteveDunthorne How many Wolves players jabbed Fosuns BioNTech vaccine Lol,0.4215
9,ghostbert,here,RT joncoopertweets A GOP activist in California who was an ardent and vocal opponent of vaccine mandates died this week of Covid19 She,-0.128
10,Alexandre Desquiron,"El Cerrito, CA",RT madridmike This is so sad GOP leader Kelly Ernby died from COVID at 46 years old Reading her twitter feed is a litany of antivacci,-0.822
11,Rachel Rhodes 🐉,"bloomington, in",RT gbosslet Hey FBI it looks as though Jim Lucas an elected official in Indiana is encouraging the purchase of vaccine cards  Pro,0.5267
12,Ruby Do,,RT RepMikeJohnson MAJOR NEWSThe US District Court for the Northern District of Texas just ruled that the Department of Defense canno,0.128
13,🥂🦊Emily 🦊🥂,,kallmemeg kierank Ironically the vaccine has helped me get over my needle phobia through sheer circumstance  co httpstcoGzWiTrLvEb,-0.3818
14,sandra Rivera,"Tampa, FL",RT rhowardbrowne It will be a cold day in hell with the devil singing frosty the snowman Not on my watch or my turf Covid microc,-0.8906
15,Diksha Singh,,RT TajinderSTS Record 4 million young children vaccinated on first day PM narendramodi congratulates young friends who got their 1s,0.4767
16,Emil,,JustinTrudeau The unvaccinated did not spread the virus as they were not allowed to travel go to bars go to rest httpstco0jz31BS6cK,0.0
17,"Still Masked, Fully Vaxxed",Treaty 7,RT washingtonpost Israeli study reports fivefold jump in antibodies with 4th Pfizer vaccine shot httpstcoLUETIkcEyD,0.0
18,Skully,United States,llanoselina unclecousinjoe NooneIma mensaandproud1 southernfemale5 mhoptman Shishkeberry Over 9 billion Cov httpstcoxOSDtimRH4,0.0
19,Katherine H Sevigney,"Wells, Maine ",RT CBSNews Teacher arrested for allegedly injecting teen with COVID19 vaccine without his parents approval  httpstcoEN0DGodtY6,-0.6862
20,Brian Hastings,,Trying to understand why a religious exemption would apply to the covid vaccine but not to all the other vaccines m httpstcoWGxsTNkR3L,0.0
21,𝕎𝕚𝕝𝕝𝕚𝕒𝕞 𝔻. 𝕃𝕚𝕟𝕕𝕤𝕖𝕪 🌈,"Little Rock, AR, USA",Josh Marshall writesJust last month GOP activist and Orange Country Deputy DA Kelly Ernby was speaking at an an httpstco4sXoOgmOtH,0.0
22,Ellan Wicks,"Southampton, England",RT rebekkarnold Some of you need to read this for the 5 millionth time the vaccine reduces symptoms of an individual leading to less hos,0.0
23,jen,"Kentucky, USA",RT joncoopertweets A GOP activist in California who was an ardent and vocal opponent of vaccine mandates died this week of Covid19 She,-0.128
24,JetMaster🐎,"Cape Town, South Africa",RT BTCgroover MrsB64988977 sagezza2 JonathanWitt helenzille nelsonkatleho 15 individuals in my immediate circle  withdrew their vot,0.0
25,Othniel Doolittle,,Struggling to understand vaccine mandates when they dont prevent transmission or the infection Making the bad dec httpstco0GzkDK0mKb,-0.7487
26,Catann,,RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
27,GÜLSÜM TEMUR,,RT ikalin1 Here is the team headed by Prof Aykut zdarendeli that developed Turkovac the Turkish vaccine against Covid19Heartfelt c,0.5423
28,𝘽𝙀𝙇𝙇𝘼♡🅣🅡🅤🅜🅟,,taiwan77777 iingwen Stay healthy is the best vaccine,0.7845
29,Rick,,RT ChuckCallesto BREAKING REPORT Federal Judge Grants Injunction to Navy seals requesting RELIGIOUS EXEMPTION from Federal Vaccine Manda,0.2263
30,Armand Domalewski,San Francisco,adamjohnsonNYC lodgepolepines nah Glenn says in the replies that he opposes vaccine passports and masks which i httpstcomTxGHGllWr,-0.1027
31,Vivienne 💙🧡,Southampton,RT lewisgoodall Talk of 4th round of boosters but really important to remember many countries have barely begun with two doses More tha,0.3898
32,Lesego,"Johannesburg, South Africa",RT Aubreychiibi New variants made me wonder if wed need new vaccines or adapt the ones haveI scoured the internet and found that und,0.0
33,Adrienne Silnicki (she/her/hers),,RT VaxHuntersCan CA Hey Canada have you got a friend in need of a vax You can do it yourself using our DIY tool at httpstcorS5Nz,0.4939
34,Mae,,RT ninahalliday3 CarlitaMamita7 Blossom27381000 chicagosmayor Ok so personally i know 4 fully vaccinated and boosted died Im amon,-0.2111
35,Azzy,England NE,RT JamesMelville This is all about Digital ID and a globalised totalitarian social credit system The vaccine passport is a Trojan horse,-0.128
36,BilboBlackins,,latimes the article said she was against the mandatesit didn ot say she was against the vaccineso my questio httpstcoqPAD36acz8,0.0
37,Martin,,RT talkRADIO Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for fl,-0.296
38,Grandma,Michigan,CraigASpencer I pray the vaccine hesitant read your words and do the right thing to help you and your colleagues httpstco3zXtG3u7D8,0.4588
39,Nature Lover,North Yorks,RT Arwenstar Take THAT cultistsSee this people Never back down  NEVER httpstcoBc6Ws8eN0I,0.0
40,Peter Gray,,RT MrRobertBob1 People testing positiveup 50Deaths within 28 daysup 17Patients admittedup 499Virus tests conducted,0.0
41,Brandon Montenegro,Park City | Cebu | New York,I dont think people are quite getting what Omicron is like in places with no restrictionsWelcome to Park City httpstcoL65JjoDRIW,-0.2914
42,Yannis Hodges-Mameletzis (he/him) 🦠🧬,Geneva/Athens/Broward County,RT CPley Wealthy countries sharing some of their vaccine stockpile is NOT going to achieve vaccine equity and NOT going to prevent more,0.64
43,Dhairya Brahmbhatt,"Ahmadabad City, India",DjokerNole travelling to AustralianOpen without taking vaccine Cant understand this mentality If he has any va httpstcoTCFtEuh9gv,0.0
44,⚓𝙋𝙊𝙋𝙀𝙔𝙀⚓,A boat,If your logic behind vaccine mandates not working isBut the economy would collapse they wont let that happen httpstcoxMpjrgCKDw,-0.5411
45,David Ricardo Was Right,,AJLZarychta jball1989 NidalAllis These are excess suicides drug overdoses murders and missed diagnoses  httpstcozcyYnFEqIQ,-0.7351
46,fi🧚🏻‍♀️,my hay day farm,RT domithiemm Unpopular OpinionThe Covid Vaccine is a better tennis player than NovakDjokovicDont get me wrong Novak Djokovic has,0.6656
47,visionboarder,,RT WashTimes Joe Rogan podcast comparing COVID19 vaccine hype to Nazis is entered into Congressional Record httpstco0dz1IrcBxc,0.0
48,Ferdy 🔴⚪️,"London, England",SoFire For the record I cant stand him but wondering whether he actually cant have a vaccine for medical reasons httpstco84eIUt2MI3,0.0
49,キラキラ花 ✨,,H2Pburgh The FDA approved Comirnaty which is not available in the US They claim its identical to the current Pfi httpstcoYSKWkeY4dN,0.4215
0,Katcasto,Ottawa,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
1,Laura Hayes,"Washington, DC",DC Health updated its guidance on the singledose vaccine mandate that takes effect Jan 15 What you need to know httpstcot72pHM9ZdY,0.0
2,Sam Adams ~ #NotMeUs,,RT edaverill CapaTosta122 The best progress in drugs is new unpainted Covid vaccine being transferred to worldwide production https,0.7906
3,bipbip2bob,,crankykitties KenLeft brentnall01 Vaccinated are getting sick at a higher rate than unvaccinated Check the num httpstco2jFMSxpAM3,-0.5106
4,Est.1964 'Governor of Nevada'IDeclareMasksRBanned!,"The Biggest Little City, NV",RT RealBrysonGray I remember when vaccine passports was a right wing conspiracy theory,-0.5267
5,TOPGUN 7,,RT BuckSexton The vaccine passport system in NYC is 4 months old and it abjectly failed to stop or even lessen the spreadSo of cours,-0.6705
6,Vikas Pathak,Bengaluru,RT MrSinha Thank you narendramodi ji for not falling into lefts propaganda standing firm with Indian vaccine manufacturers encouragi,0.2368
7,Bromley Well,"Bromley, London",RT BromleyGPs Bromley Covid vaccination appoints are available this week across ALL our sites Please call to book your vaccine on,0.0
8,The Real Ann Doyle,,RT MotherOfNerds krismeloche I think about Switch Health and their set up of a vaccine clinic in Toronto Where do they get staff  D,0.0
9,stacey cook,"Los Angeles / Valencia, Spain",RT Leftylockdowns1 I cannot believe that health authorities such as FDA are minimizing a serious health condition  one that causes leaka,-0.0772
10,mimshow ‘¡no puedo respirar!’,"Marysville, MI",RT DrTomFrieden Its rare for ANY vaccine to completely protect against infection or to eliminate transmission But Covid vaccines and bo,0.2374
11,Marta,,RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
12,"Butterflyminder, keeper of fluttery thoughts",The foot of Watership Down,RT madridmike This is so sad GOP leader Kelly Ernby died from COVID at 46 years old Reading her twitter feed is a litany of antivacci,-0.822
13,The New York Times,New York City,A science teacher in Nassau County New York was arrested after being accused of administering a Covid vaccine to httpstcoH1c2pjXH4g,-0.6486
14,Dredoggo,A.B.Q. New Mexico,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
15,Prairie Mountain Health,"Manitoba, Canada",Brandon COVID vaccine clinics offering both booked amp walk in appointments  Clinics are for All ages 5 years old amp httpstcodgMV8nCuiY,0.0
16,Bill Podkowa,The Great State of Texas,RT Zigmanfreud The most infuriating political aspect of this massive surge is people lost jobs or took a vaccine against their will becau,-0.7178
17,liz lauman,,RT jkbjournalist California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstcoLJRsB9,-0.6908
18,From Here to Eternity,,RT joncoopertweets A GOP activist in California who was an ardent and vocal opponent of vaccine mandates died this week of Covid19 She,-0.128
19,Nate,,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
20,Schmarmelade,,TexasLullabyDAC proffreedom oigveh Its not that hard Unvaccinated folks get Omicron about as easily as Delta httpstcooIYb8eo92C,0.4011
21,Iain Mulady,,Springbok1066 spider420chris BarryCPearson WarrenCresdee NHSuk Just gonna block you now as your input is httpstco9OMFlB8ugi,-0.4404
22,janice bell,"Cambridge, England",RT thelucyjohnston No 4th jab til more evidence Prof Sir Andrew Pollard head of Britains vaccine body saysGiving boosters every,0.0
23,GreenishValerie,Sin City,RT DLeonhardt An unvaccinated child is at less risk of serious Covid illness than a vaccinated 70yearold There is both good news and,-0.1639
24,Isra,Brighton,RT girldoconline the pandemic wont end until we have global vaccine equity next question,0.0
25,Roshambo,,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
26,Tatter,"Colorado, USA",RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
27,Brandon Drury,"Lexington, KY",RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
28,Michael S.,,RT MaajidNawaz Professor Andrew Pollard Head of the JCVI Britains government vaccine authorityFurther inoculations should not be o,0.0772
29,Leigh *Ontario deseves better than Ford* 🇨🇦,"Kitchener, Ontario",fordnation Everything you can to protect hospitals Too little too late We need strong vaccine mandates for httpstcoG5SBMw6Qna,0.7096
30,National Law Review,"Chicago, IL & Denver, CO",CookCounty Illinois COVID19 Vaccine Order for Certain Indoor Settings Now Effective httpstcoI0JWw9rKwU,0.6369
31,FuzzySlippers,Daybreak Town,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
32,DigBag,,RT BNODesk Orange County California Deputy DA Kelly Ernby who spoke at a rally against COVID19 vaccine mandates last month has died,0.0
33,Cartimandua,,RT UKHSA The COVID19 Dashboard has been updated httpstcoXhspoyTG79 On 4 January 218724 new cases and 48 deaths in 28 days of a,0.0
34,Uniting Streams,"Amsterdam, The Netherlands",RT SoniaBoender Excellent interview about the world we live in vaccine inequity public distrust and the virus exploiting every opportu,-0.25
